,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,Neighborhood,OverallQual,OverallCond,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SC_Abnorml,SC_AdjLand,SC_Alloca,SC_Family,SC_Normal,SC_Partial,SalePrice
1106,345,160,2,36.0,2592,2,1,2,2,1.0,1,4,4,3,0,5,3,6,1,5.0,536,576,0,1,1,3,1,2,4,0,4.0,1,336,3,2,182,0,0,0,0,0,0,0,0,0,0,0,1,0,85000
1107,358,120,2,44.0,4224,2,1,2,2,1.0,1,4,4,3,0,5,5,6,1,5.0,1142,0,0,1,1,3,1,2,6,1,4.0,2,528,3,2,536,90,0,0,0,0,3,0,0,0,0,0,1,0,134000
1108,435,180,2,21.0,1890,2,1,2,2,1.0,1,4,4,2,0,4,7,6,1,5.0,630,0,0,1,0,1,1,2,3,0,0.0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,1,0,81000
1109,490,180,2,21.0,1526,2,1,2,2,1.0,1,4,4,2,0,4,8,6,1,5.0,630,0,0,1,0,1,1,3,3,0,4.0,1,286,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86000
1110,491,160,2,70.04995836802665,2665,2,1,2,2,1.0,1,4,4,3,0,5,6,6,1,5.0,616,688,0,1,1,3,1,2,4,1,5.0,1,336,3,2,141,24,0,0,0,0,0,0,0,0,0,0,1,0,115000
1111,615,180,2,21.0,1491,2,1,2,2,1.0,1,4,4,3,0,4,6,6,1,5.0,630,0,0,1,0,1,1,2,3,0,0.0,0,0,0,2,96,24,0,0,0,0,0,0,0,0,0,0,1,0,75500
1112,650,180,2,21.0,1936,2,1,2,2,1.0,1,4,4,2,0,4,6,6,1,5.0,630,0,0,1,0,1,1,2,3,0,0.0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,84500
1113,916,160,2,21.0,2001,2,1,2,2,1.0,1,4,4,2,0,4,5,6,1,5.0,546,546,0,1,1,3,1,2,6,0,4.0,1,286,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75000
1114,1008,160,2,21.0,2217,2,1,2,2,1.0,1,4,4,3,0,4,4,6,1,5.0,546,546,0,1,1,3,1,2,6,0,4.0,1,286,3,2,238,0,0,0,0,0,0,0,0,0,0,0,1,0,88000
1115,1039,160,2,21.0,1533,2,1,2,2,1.0,1,4,4,2,0,4,6,6,1,5.0,798,546,0,1,1,3,1,2,6,1,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97000
1116,1040,180,2,21.0,1477,2,1,2,2,1.0,1,4,4,3,0,4,4,6,1,5.0,630,0,0,1,0,1,1,2,3,0,4.0,1,286,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80000
1117,1069,160,2,42.0,3964,2,1,2,2,1.0,1,4,4,3,0,6,4,6,1,5.0,1291,1230,0,2,1,5,1,2,10,1,4.0,2,576,3,2,728,20,0,0,0,0,4,0,0,0,0,0,1,0,151400
1118,1087,160,2,70.04995836802665,1974,2,1,2,2,1.0,1,4,4,3,0,4,5,6,1,5.0,546,546,0,1,1,3,1,2,6,0,4.0,1,286,3,2,120,96,0,0,0,0,0,0,0,0,0,0,1,0,83500
1119,1368,160,2,41.0,2665,2,1,2,2,1.0,1,4,4,3,0,5,6,6,1,5.0,925,550,0,2,0,4,1,2,6,1,4.0,1,336,3,2,104,26,0,0,0,0,0,0,0,0,0,0,1,0,127000
1120,1450,180,2,21.0,1533,2,1,2,2,1.0,1,4,4,2,0,5,7,6,1,5.0,630,0,0,1,0,1,1,4,3,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92000
1121,40,90,3,65.0,6040,2,1,2,2,1.0,1,4,4,1,4,4,5,6,0,2.0,1152,0,0,2,0,2,2,1,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82000
1122,98,20,3,73.0,10921,2,1,4,2,1.0,1,4,4,4,4,4,5,6,1,3.0,960,0,0,1,0,3,1,2,6,0,4.0,1,432,3,1,120,0,0,0,0,0,0,0,0,0,0,0,1,0,94750
1123,99,30,3,85.0,10625,2,1,2,2,1.5,1,4,4,4,4,5,5,6,0,5.0,835,0,0,1,0,2,1,2,5,0,2.0,1,366,3,2,0,0,77,0,0,0,0,400,1,0,0,0,0,0,83000
1124,111,50,3,75.0,9525,2,1,2,2,1.0,1,4,4,4,4,6,4,6,1,5.0,1216,639,0,2,0,4,1,2,7,0,4.0,1,325,3,2,182,0,0,0,0,0,0,0,0,0,0,0,1,0,136900
1125,118,20,3,74.0,8536,2,1,2,2,1.5,1,4,4,4,4,5,5,6,1,5.0,1125,0,0,1,1,2,1,2,5,0,4.0,2,430,3,2,80,64,0,0,0,0,0,0,0,0,0,0,0,1,155000
1126,146,160,2,24.0,2522,2,1,2,2,1.0,1,4,4,2,4,6,5,6,1,5.0,970,739,0,2,0,3,1,3,7,0,3.0,2,380,3,2,0,40,0,0,0,0,0,0,0,0,0,0,1,0,130000
1127,156,50,3,60.0,9600,2,1,2,2,1.5,1,0,4,4,4,6,5,2,0,3.0,572,524,0,1,0,2,1,2,5,0,0.0,0,0,0,0,0,8,128,0,0,0,0,0,0,0,0,0,1,0,79000
1128,166,190,3,62.0,10106,2,1,2,2,1.0,1,4,4,0,4,5,7,6,1,5.0,808,547,0,2,0,4,2,2,6,0,0.0,0,0,0,2,140,0,0,0,0,0,0,0,0,0,0,0,1,0,127500
1129,176,20,3,84.0,12615,2,1,2,2,1.5,1,4,4,4,4,6,7,6,1,5.0,2158,0,0,2,0,4,1,3,7,1,4.0,2,576,3,2,0,29,39,0,0,0,3,0,0,0,0,0,1,0,243000
1130,183,20,3,60.0,9060,2,1,2,2,1.0,1,0,4,4,4,5,6,6,1,5.0,1340,0,0,1,0,3,1,2,7,1,4.0,1,252,3,2,116,0,0,180,0,0,3,0,0,0,0,0,1,0,120000
1131,194,160,2,24.0,2522,2,1,2,2,1.0,1,4,4,2,4,7,5,6,1,5.0,970,739,0,2,0,3,1,3,7,0,3.0,2,380,3,2,0,40,0,0,0,0,0,0,0,0,0,0,1,0,130000
1132,201,20,2,80.0,8546,2,1,2,2,1.5,1,4,4,4,4,4,5,6,1,5.0,1121,0,0,2,0,2,1,2,5,0,4.0,2,440,3,2,132,64,0,0,0,0,0,0,0,0,0,0,1,0,140000
1133,211,30,3,67.0,5604,2,1,2,2,1.0,1,4,4,4,4,5,6,6,0,4.0,864,0,0,1,0,2,1,2,5,0,0.0,0,0,0,2,0,0,96,0,0,0,0,0,0,0,0,0,1,0,98000
1134,212,20,3,83.0,10420,2,1,2,2,1.5,1,4,4,4,4,6,5,6,1,5.0,1212,0,0,2,0,3,1,3,6,0,4.0,2,460,3,2,100,22,0,0,0,0,0,0,0,0,0,0,1,0,186000
1135,240,50,3,52.0,8741,2,1,2,2,1.0,1,4,4,4,4,6,4,6,1,4.0,798,689,0,1,1,3,1,2,7,1,3.0,1,220,3,2,0,140,0,0,0,0,3,0,0,0,0,0,1,0,113000
1136,270,20,3,70.04995836802665,7917,2,2,2,2,1.5,1,4,4,4,4,6,7,6,1,5.0,1113,0,0,1,1,3,1,2,6,1,4.0,1,504,4,2,370,30,0,0,0,0,4,0,0,0,0,0,1,0,148000
1137,293,50,3,60.0,11409,2,1,2,2,1.0,1,4,4,4,4,5,4,6,1,5.0,1148,568,0,1,1,3,1,2,8,1,4.0,1,281,3,2,0,0,0,0,160,0,0,0,0,0,0,0,1,0,131000
1138,309,30,3,70.04995836802665,12342,2,2,2,2,1.0,1,4,4,4,4,4,5,6,1,5.0,861,0,0,1,0,1,1,2,4,0,3.0,2,539,3,2,158,0,0,0,0,0,0,0,0,0,0,0,1,0,82500
1139,353,50,3,60.0,9084,2,1,2,2,1.0,1,0,4,4,4,5,6,6,0,5.0,616,495,1,1,0,3,1,2,5,0,3.0,1,200,2,2,48,0,0,0,0,0,0,0,0,0,0,0,1,0,95000
1140,363,85,3,64.0,7301,2,1,2,2,1.5,1,4,4,4,4,7,5,6,1,5.0,495,1427,0,3,0,4,1,3,7,1,5.0,2,672,3,2,0,0,177,0,0,0,0,0,0,0,0,0,1,0,198500
1141,376,30,3,70.04995836802665,10020,2,2,3,2,1.0,3,4,4,4,4,1,1,6,0,4.0,904,0,0,0,1,1,1,1,4,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61000
1142,387,50,3,58.0,8410,2,1,2,2,1.0,1,2,4,4,4,5,3,6,1,5.0,658,526,0,1,0,5,1,2,8,0,0.0,0,0,0,0,0,151,0,0,0,0,0,0,0,1,0,0,0,0,81000
1143,388,80,3,72.0,7200,2,1,2,2,1.0,1,4,4,4,4,6,6,6,1,5.0,1125,0,0,1,0,3,1,2,6,1,3.0,1,352,3,2,296,0,0,0,0,0,2,0,1,0,0,0,0,0,125000
1144,391,50,3,50.0,8405,2,1,2,2,1.0,1,4,4,4,4,5,8,6,1,5.0,961,406,0,1,0,4,1,2,7,0,3.0,1,384,3,2,0,130,112,0,0,0,3,0,0,0,0,0,1,0,119000
1145,396,20,3,68.0,9571,2,1,2,2,1.0,1,4,4,4,4,5,6,6,1,5.0,1144,0,0,1,0,3,1,2,6,0,4.0,1,596,3,2,44,0,0,0,0,0,0,0,0,0,0,0,1,0,129000
1146,411,20,3,68.0,9571,2,1,2,2,1.0,1,4,4,4,4,5,3,6,1,4.0,1276,0,0,1,0,3,1,2,5,0,4.0,1,350,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60000
1147,419,50,3,60.0,8160,2,1,2,2,1.0,1,4,4,4,4,5,6,6,0,3.0,756,378,0,1,1,3,1,2,7,0,3.0,1,240,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126000
1148,440,50,3,67.0,12354,2,1,2,2,1.5,1,4,4,4,4,6,8,6,1,5.0,684,512,0,1,0,3,1,3,7,0,3.0,2,528,3,2,0,46,0,0,0,0,4,800,0,0,0,0,1,0,110000
1149,442,90,3,92.0,12108,2,1,2,2,1.0,1,4,4,1,4,4,4,6,0,3.0,1440,0,0,2,0,4,2,1,8,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118000
1150,446,20,3,73.0,9855,2,1,2,2,1.5,1,4,4,4,4,6,5,6,1,5.0,1689,0,0,1,0,3,1,2,7,1,4.0,2,480,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,127500
1151,473,180,2,35.0,3675,2,1,2,2,1.0,1,4,4,3,4,6,5,6,1,5.0,1072,0,0,1,0,2,1,2,5,0,2.0,2,525,3,2,0,28,0,0,0,0,0,0,0,0,0,0,1,0,148000
1152,503,20,3,70.0,9170,2,1,2,2,1.5,1,2,4,4,4,5,7,6,1,5.0,1214,0,0,1,0,2,1,2,6,0,3.0,2,461,2,2,0,0,184,0,0,0,4,400,0,0,0,0,1,0,140000
1153,524,60,3,130.0,40094,2,2,1,2,1.0,1,7,7,4,4,10,5,6,1,5.0,3138,1538,0,3,1,3,1,4,11,1,5.0,3,884,3,2,208,406,0,0,0,0,0,0,0,0,0,0,0,1,184750
1154,529,30,3,58.0,9098,2,2,2,2,1.0,1,4,4,4,4,4,7,6,1,5.0,605,0,0,1,0,2,1,2,5,0,0.0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,1,0,86000
1155,536,190,3,70.0,7000,2,1,2,2,1.0,1,4,4,0,4,5,7,6,1,5.0,820,527,0,1,0,3,1,2,5,0,0.0,0,0,0,0,85,0,148,0,0,0,0,0,0,0,0,0,1,0,107500
1156,554,20,3,67.0,8777,2,1,2,2,1.0,1,2,4,4,4,4,5,6,1,5.0,1126,0,0,2,0,2,1,3,5,0,3.0,2,520,3,0,0,96,0,0,0,0,3,0,0,0,0,0,1,0,108000
1157,563,30,3,63.0,13907,2,1,2,2,1.0,1,4,4,4,4,5,6,6,1,5.0,996,0,0,1,0,3,1,2,6,1,0.0,0,0,0,2,144,0,0,0,0,0,0,0,0,0,0,0,1,0,108000
1158,564,50,3,66.0,21780,2,1,2,2,1.0,1,4,4,4,4,6,7,6,1,5.0,1163,511,0,2,0,4,1,2,8,1,3.0,2,396,3,0,72,36,0,0,144,0,0,0,0,0,0,0,1,0,185000
1159,583,90,3,81.0,11841,1,1,2,2,1.0,1,4,4,1,4,6,5,6,1,5.0,816,0,0,1,0,3,1,2,5,0,0.0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,1,0,118500
1160,608,20,3,78.0,7800,2,1,1,2,1.0,2,4,4,4,4,5,8,6,1,5.0,1112,896,0,3,0,3,1,4,8,0,4.0,1,230,3,2,103,0,0,0,0,0,0,0,0,0,0,0,1,0,225000
1161,621,30,3,45.0,8248,2,1,2,2,1.0,1,4,4,4,4,3,3,6,0,3.0,864,0,0,1,0,2,1,2,5,0,0.0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,67000
1162,639,30,3,67.0,8777,2,1,2,2,1.0,1,2,4,4,4,5,7,6,1,4.0,796,0,0,1,0,2,1,2,4,0,0.0,0,0,0,1,328,0,164,0,0,0,3,0,0,0,0,0,1,0,85000
1163,648,20,3,85.0,10452,2,2,2,2,1.0,1,4,4,4,4,6,5,6,1,5.0,1094,0,0,1,0,3,1,2,5,2,4.0,2,495,3,2,0,0,0,0,287,0,0,0,0,0,0,0,1,0,155000
1164,652,70,3,60.0,9084,2,1,2,2,1.0,1,0,4,4,4,4,5,6,1,5.0,755,755,0,1,0,4,1,2,7,1,3.0,1,296,1,1,120,0,0,0,0,0,3,0,0,0,0,0,1,0,108000
1165,660,20,3,75.0,9937,2,1,2,2,1.5,1,4,4,4,4,5,7,6,1,5.0,1486,0,0,1,0,3,1,2,7,0,3.0,2,480,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,167000
1166,664,85,3,90.0,10012,2,1,2,2,1.0,1,4,4,4,4,4,5,6,1,5.0,1181,0,0,2,0,3,1,2,6,0,3.0,2,588,3,2,0,0,180,0,0,0,3,0,0,0,0,0,1,0,137500
1167,672,70,2,54.0,6629,2,1,2,2,1.0,1,0,4,4,4,6,6,6,0,5.0,697,672,0,2,0,3,1,2,6,0,3.0,1,300,3,2,147,0,0,0,0,0,0,0,0,0,0,0,1,0,103600
1168,698,20,3,57.0,6420,2,2,2,2,1.0,1,4,4,4,4,5,7,6,1,4.0,1148,0,1,1,0,2,1,2,6,0,3.0,1,308,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123500
1169,724,50,3,60.0,8172,2,1,2,2,1.0,1,4,4,4,4,4,6,6,1,5.0,997,473,0,2,0,4,1,2,7,0,3.0,1,548,3,2,0,0,0,0,156,0,0,0,0,0,0,0,1,0,135000
1170,725,20,3,86.0,13286,2,2,2,2,1.0,1,4,4,4,4,9,5,6,1,5.0,1698,0,0,2,0,3,1,4,8,1,4.0,3,768,3,2,327,64,0,0,0,0,0,0,0,0,0,0,1,0,320000
1171,739,90,3,60.0,10800,2,1,2,2,1.0,1,4,4,1,4,5,5,6,1,5.0,1200,0,0,3,0,3,1,2,5,0,0.0,0,0,0,2,120,0,0,0,0,0,0,0,0,0,1,0,0,0,179000
1172,750,50,3,50.0,8405,2,1,2,2,1.0,1,4,4,4,4,4,3,3,0,3.0,1088,441,0,2,0,4,1,2,9,0,3.0,1,240,3,0,92,0,185,0,0,0,0,0,0,0,0,0,1,0,98000
1173,772,20,3,67.0,8877,2,1,2,2,1.0,1,4,4,4,4,4,5,6,1,3.0,1220,0,0,1,0,2,1,2,6,0,3.0,2,396,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102000
1174,773,80,3,94.0,7819,2,1,2,2,1.0,1,4,4,4,4,6,5,6,1,5.0,1117,0,0,1,0,3,1,2,6,1,3.0,2,672,3,2,144,0,0,0,0,0,3,0,1,0,0,0,0,0,107000
1175,815,50,3,45.0,8248,2,1,2,2,1.0,1,4,4,4,4,5,7,5,1,5.0,686,564,1,1,1,3,1,1,7,0,3.0,1,280,3,1,207,0,96,0,0,0,0,0,0,0,0,0,1,0,116000
1176,840,50,3,70.0,11767,2,1,2,2,1.0,1,4,4,4,4,5,6,6,1,5.0,768,432,0,1,0,3,1,2,6,0,3.0,1,240,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130500
1177,881,20,3,60.0,7024,2,1,2,2,1.0,1,4,4,4,4,5,5,6,1,5.0,1090,0,0,1,1,2,1,2,5,0,4.0,2,450,3,2,0,49,0,0,0,0,0,0,0,0,0,0,1,0,157000
1178,888,50,3,59.0,16466,2,2,2,2,1.0,1,4,4,4,4,5,7,6,1,5.0,872,521,0,1,1,3,1,2,8,0,4.0,1,300,3,2,121,0,0,0,265,0,0,0,0,0,0,0,1,0,135500
1179,918,20,3,70.04995836802665,17140,2,1,2,2,1.0,1,4,4,4,4,4,6,6,1,4.0,1229,0,0,1,0,3,1,2,6,0,4.0,1,284,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,135000
1180,922,90,3,67.0,8777,2,1,2,2,1.0,1,2,4,1,4,5,7,6,1,5.0,1272,928,0,2,2,4,2,2,9,0,0.0,0,0,0,0,0,70,0,0,0,0,4,0,0,0,0,0,1,0,145900
1181,943,90,3,42.0,7711,2,2,2,2,1.0,1,4,4,1,4,4,3,6,1,5.0,1440,0,0,2,0,4,2,2,8,0,0.0,0,0,0,0,321,0,0,0,0,0,0,0,1,0,0,0,0,0,150000
1182,955,90,3,35.0,9400,2,2,2,2,3.0,1,4,4,1,4,6,5,6,1,5.0,980,0,2,2,0,4,0,2,4,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,127500
1183,979,20,3,68.0,9450,2,1,1,2,1.0,2,4,4,4,4,4,5,6,1,5.0,894,0,0,1,0,3,1,2,5,0,3.0,2,400,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110000
1184,986,190,3,68.0,10880,2,1,2,2,1.0,1,4,4,0,4,5,5,5,0,5.0,1164,0,0,1,0,3,1,2,5,0,3.0,1,240,3,2,0,48,0,0,0,0,0,0,0,0,0,0,1,0,125000
1185,1001,20,3,74.0,10206,2,1,2,2,1.5,1,4,4,4,4,3,3,5,0,3.0,944,0,0,1,0,2,1,1,4,0,3.0,2,528,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82000
1186,1012,90,3,75.0,9825,2,1,2,2,1.0,1,4,4,1,4,5,5,6,0,5.0,1664,0,0,2,0,4,2,2,8,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000
1187,1021,20,3,60.0,7024,2,1,2,2,1.0,1,4,4,4,4,4,5,6,1,5.0,1132,0,0,1,1,2,1,3,5,0,4.0,2,451,3,2,252,64,0,0,0,0,0,0,0,0,0,0,1,0,176000
1188,1036,20,3,70.04995836802665,11500,2,2,2,2,3.0,1,4,4,4,4,4,3,6,0,5.0,845,0,0,1,0,3,1,2,5,0,3.0,1,290,3,0,186,0,0,0,0,0,0,0,0,0,0,0,1,0,84000
1189,1046,20,3,70.04995836802665,13680,2,2,2,2,3.0,1,4,4,4,4,3,5,6,1,4.0,1733,0,0,2,0,4,1,2,8,1,4.0,2,452,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139600
1190,1050,20,3,60.0,11100,2,1,3,2,1.0,1,4,4,4,4,4,7,6,1,5.0,930,0,0,1,0,2,1,3,6,0,3.0,1,308,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84900
1191,1054,20,3,68.0,8562,2,1,2,2,1.0,2,4,4,4,4,5,6,6,1,4.0,1526,0,0,1,0,4,1,2,7,1,2.0,1,364,3,2,116,78,0,0,0,0,0,0,0,0,0,0,1,0,144500
1192,1073,50,3,50.0,7585,2,1,2,2,1.0,1,0,4,4,4,5,3,6,1,4.0,1002,454,1,1,0,4,1,2,7,1,3.0,1,280,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91500
1193,1074,60,3,75.0,7950,2,2,1,2,1.5,1,4,4,4,4,6,6,6,1,5.0,698,728,0,1,1,3,1,2,6,0,4.0,2,440,3,2,252,0,0,0,0,0,3,0,0,0,0,0,1,0,159500
1194,1089,160,2,24.0,2522,2,1,2,2,1.0,1,4,4,2,4,7,5,6,1,5.0,970,739,0,2,0,3,1,3,7,0,3.0,2,380,3,2,0,40,0,0,0,0,0,0,0,0,0,0,1,0,137500
1195,1123,20,3,70.04995836802665,8926,2,2,2,2,1.5,1,4,4,4,4,4,3,6,1,4.0,960,0,0,1,0,3,1,2,5,0,2.0,1,288,3,2,64,0,0,0,160,0,3,0,1,0,0,0,0,0,112000
1196,1124,20,3,50.0,9405,2,1,2,2,1.0,1,4,4,4,4,5,9,6,1,5.0,698,0,1,1,0,2,1,2,4,0,0.0,0,0,0,2,0,200,0,0,0,0,0,0,0,0,0,0,1,0,118000
1197,1145,190,3,60.0,12180,2,1,2,2,1.0,1,4,4,0,4,4,4,2,0,4.0,672,252,0,1,0,2,1,1,5,0,3.0,1,280,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,80000
1198,1152,20,3,134.0,17755,2,1,2,2,1.0,1,4,4,4,4,5,4,6,1,5.0,1466,0,0,1,1,3,1,1,6,2,4.0,2,528,3,2,0,140,0,0,100,0,0,0,0,0,0,0,1,0,149900
1199,1169,70,3,120.0,13728,2,1,2,2,1.5,1,4,4,4,4,6,7,6,1,5.0,1236,872,0,2,0,4,1,3,7,2,2.0,2,540,3,2,0,0,0,0,90,0,0,0,0,0,0,0,1,0,235000
1200,1180,20,3,77.0,8335,2,1,2,2,1.5,1,4,4,4,4,5,5,6,1,5.0,1124,0,0,1,0,3,1,2,5,1,0.0,0,0,0,0,0,36,190,0,0,0,0,0,0,0,0,0,1,0,93000
1201,1186,50,3,60.0,9738,2,1,2,2,1.0,1,4,4,4,4,5,7,6,1,5.0,949,272,0,1,0,4,1,2,7,0,4.0,1,392,3,2,0,0,236,0,0,0,0,0,0,0,0,0,1,0,104900
1202,1213,30,3,50.0,9340,2,1,2,2,1.0,1,4,4,4,4,4,6,6,1,5.0,672,0,0,1,0,2,1,2,4,0,4.0,1,234,3,0,0,113,0,0,0,0,0,0,0,0,0,0,1,0,113000
1203,1255,60,3,60.0,6931,2,1,2,2,1.0,1,4,4,4,4,7,5,6,1,5.0,760,896,0,2,1,3,1,3,7,1,5.0,2,397,3,2,178,128,0,0,0,0,0,0,0,0,0,0,1,0,165400
1204,1258,30,3,56.0,4060,2,1,2,2,1.5,1,2,4,4,4,5,8,6,1,5.0,864,0,0,1,0,2,1,2,4,0,0.0,0,0,0,2,0,96,0,0,0,0,0,0,0,0,0,0,1,0,99900
1205,1274,80,3,124.0,11512,2,2,2,2,1.5,1,4,4,4,4,6,7,6,1,5.0,1357,0,0,1,0,2,1,4,5,1,2.0,1,312,3,2,0,0,0,0,163,0,4,0,0,0,0,0,1,0,177000
1206,1295,20,3,60.0,8172,2,1,2,2,1.0,1,4,4,4,4,5,7,6,1,5.0,864,0,0,1,0,2,1,2,5,0,3.0,2,572,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115000
1207,1298,180,2,35.0,3675,2,1,2,2,1.0,1,4,4,3,4,6,5,6,1,5.0,1072,0,0,2,0,2,1,2,5,0,2.0,2,525,3,2,0,44,0,0,0,0,0,0,0,0,0,0,0,1,140000
1208,1299,60,3,313.0,63887,2,2,1,2,1.5,1,2,4,4,4,10,5,6,1,5.0,4692,950,0,2,1,3,1,4,12,3,4.0,2,1418,3,2,214,292,0,0,0,1,0,0,0,0,0,0,0,1,160000
1209,1305,160,2,32.0,3363,2,1,2,2,1.0,1,4,4,3,4,7,5,6,1,5.0,976,732,0,2,0,3,1,3,7,0,3.0,2,380,3,2,0,40,0,0,0,0,0,0,0,0,0,0,1,0,130000
1210,1315,20,3,60.0,8190,2,1,2,2,1.0,1,4,4,4,4,4,6,6,1,5.0,948,0,0,1,0,3,1,2,5,1,3.0,1,280,3,2,0,36,0,0,0,0,0,0,0,0,0,0,1,0,119000
1211,1320,20,3,75.0,10215,2,1,1,2,1.0,1,4,4,4,4,4,5,6,1,5.0,948,0,0,1,0,3,1,2,5,0,4.0,1,248,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,111000
1212,1327,30,2,70.0,4270,2,1,1,2,1.0,2,4,4,4,4,3,6,6,1,5.0,774,0,0,1,0,3,1,3,6,0,0.0,0,0,0,2,0,0,286,0,0,0,0,0,0,0,0,0,1,0,79000
1213,1333,20,3,67.0,8877,2,1,2,2,1.0,2,4,4,4,4,4,6,6,1,5.0,816,0,0,1,0,2,1,2,3,1,3.0,1,288,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000
1214,1378,50,3,60.0,10998,2,1,2,2,1.0,1,4,4,4,4,5,5,6,1,5.0,984,620,0,2,0,3,1,2,6,0,3.0,2,660,3,2,0,68,0,0,0,0,0,0,0,0,0,0,1,0,117000
1215,1381,30,3,45.0,8212,2,1,2,2,1.0,1,4,4,4,4,3,3,6,0,3.0,864,0,0,1,0,2,1,2,5,0,3.0,1,200,2,2,0,0,96,0,0,0,0,0,0,0,0,0,1,0,58500
1216,1385,50,3,60.0,9060,2,1,2,2,1.0,1,4,4,4,4,6,5,6,1,5.0,698,560,0,1,0,2,1,2,6,0,3.0,1,280,3,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,105000
1217,1424,80,3,70.04995836802665,19690,2,2,2,2,3.0,1,4,4,4,4,6,7,6,1,5.0,1575,626,0,2,0,4,1,3,8,1,4.0,2,432,4,2,586,236,0,0,0,3,4,0,0,0,1,0,0,0,274970
1218,1449,50,3,70.0,11767,2,1,2,2,1.0,1,4,4,4,4,4,7,6,0,5.0,796,550,0,1,1,2,1,2,6,0,3.0,1,384,3,2,168,24,0,0,0,0,2,0,0,0,0,0,1,0,112000
1219,1453,180,2,35.0,3675,2,1,2,2,1.0,1,4,4,3,4,5,5,6,1,5.0,1072,0,0,1,0,2,1,2,5,0,2.0,2,525,3,2,0,28,0,0,0,0,0,0,0,0,0,0,1,0,145000
1220,1460,20,3,75.0,9937,2,1,2,2,1.0,1,4,4,4,4,5,6,6,1,5.0,1256,0,0,1,1,3,1,2,6,0,4.0,1,276,3,2,736,68,0,0,0,0,0,0,0,0,0,0,1,0,147500
1221,42,20,3,115.0,16905,2,1,2,2,1.0,1,4,4,4,21,5,6,6,1,5.0,1328,0,1,1,1,2,1,2,5,2,4.0,1,308,3,1,0,104,0,0,0,0,0,0,0,0,0,0,1,0,170000
1222,134,20,3,70.04995836802665,6853,2,2,2,2,1.0,1,4,4,4,21,8,5,6,1,5.0,1296,0,0,2,0,2,1,3,6,0,4.0,2,471,3,2,192,25,0,0,0,0,0,0,0,0,0,0,1,0,220000
1223,158,60,3,92.0,12003,2,1,2,2,1.5,1,4,4,4,21,8,5,6,1,5.0,774,1194,0,2,1,4,1,4,8,1,5.0,3,680,3,2,0,75,0,0,0,0,0,0,0,0,0,0,0,1,269500
1224,170,20,3,70.04995836802665,16669,2,2,2,2,1.5,1,4,4,4,21,8,6,6,1,5.0,1707,0,0,2,1,2,1,2,6,1,4.0,2,511,3,2,574,64,0,0,0,0,0,0,0,0,0,0,1,0,228000
